user_name,quality_grade,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name
Sandra Horton,needs_id,Lerema accius,Clouded Skipper,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Lerema
Sandra Horton,research,Quercus macrocarpa,bur oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Sandra Horton,research,Polistes annularis,Ringed Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
Sandra Horton,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Sandra Horton,needs_id,Grimmia laevigata,Grimmia Dry Rock Moss,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia
,research,Automeris io,Io Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris
"",research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
"",research,Phyla nodiflora,turkey tangle frogfruit,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Phyla
,research,Argiope aurantia,Yellow Garden Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope
,research,Crematogaster laeviuscula,Shiny Acrobat Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster
,research,Automeris io,Io Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris
Nikki Slobodin,research,Helenium amarum,Bitterweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helenium
,needs_id,Symphyotrichum divaricatum,southern annual saltmarsh aster,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
,research,Pyrisitia lisa,Little Yellow,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pyrisitia
,research,Acanthocephala terminalis,,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocephala
"",research,Croton lindheimeri,Lindheimer's Doveweed,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
"",research,Euphorbia marginata,snow-on-the-mountain,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
"",research,Euphorbia marginata,snow-on-the-mountain,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
"",research,Solanum elaeagnifolium,silverleaf nightshade,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Ashton Tassin,research,Phytolacca americana,American pokeweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca
,research,Anasaitis canosus,Twin-flagged Jumping Spider,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Anasaitis
,needs_id,Tragia,noseburns,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Tragia
,research,Croton lindheimeri,Lindheimer's Doveweed,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
,research,Cocculus carolinus,Carolina snailseed,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cocculus
Karen,research,Battus philenor,Pipevine Swallowtail,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Battus
"",research,Harrisimemna trisignata,Harris' Three-Spot,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Harrisimemna
,needs_id,Chamaecrista,sensitive and partridge peas,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista
,research,Grindelia ciliata,Spanish Gold,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia
,needs_id,Anisacanthus quadrifidus,Flame acanthus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Anisacanthus
,needs_id,Gentianales,"gentians, dogbanes, madders, and allies",Plantae,Tracheophyta,Magnoliopsida,Gentianales,,
,research,Colocasia esculenta,Taro,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Colocasia
,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,needs_id,Zelus luridus,Pale Green Assassin Bug,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus
Gray,needs_id,Ampelopsis cordata,heart leaf peppervine,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Ampelopsis
Ashton Tassin,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Sarah H,research,Papilio glaucus,Eastern Tiger Swallowtail,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio
Sarah H,needs_id,Quercus shumardii,Shumard's oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
Megan Sutton Mercado,needs_id,Clematis terniflora,autumn clematis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
Ann Sansone,research,Belonocnema kinseyi,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Belonocnema
Brynne L Bryan,research,Plusiodonta compressipalpis,Moonseed Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Plusiodonta
Brynne L Bryan,needs_id,Anisota virginiensis,Pink-striped Oakworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Anisota
Tracey Fandre,needs_id,Nomophila nearctica,Lucerne Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Nomophila
Tracey Fandre,research,Vanessa cardui,Painted Lady,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa
Tracey Fandre,research,Battus philenor,Pipevine Swallowtail,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Battus
Tracey Fandre,research,Styphnolobium affine,Eve's Necklacepod,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Styphnolobium
Brynne L Bryan,needs_id,Cotinis nitida,Common Green June Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis
Steve Wilson,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Steve Wilson,research,Urbanus proteus,Long-tailed Skipper,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Urbanus
Steve Wilson,research,Vanessa cardui,Painted Lady,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa
"",research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
,needs_id,Scudderia furcata,Fork-tailed Bush Katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia
"",needs_id,Sphenophorus cariosus,Nutgrass Billbug,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sphenophorus
,research,Cornus drummondii,roughleaf dogwood,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus
,research,Cornus drummondii,roughleaf dogwood,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus
,research,Campsis radicans,American trumpet vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Campsis
,research,Helianthus annuus,Common Sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
,research,Ipomoea cordatotriloba,Tievine,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea
,research,Chamaecrista fasciculata,partridge pea,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista
"",needs_id,Physalis cinerascens,smallflower groundcherry,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis
Sebastian,needs_id,Amphiachyris dracunculoides,prairie broomweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Amphiachyris
,needs_id,Clematis terniflora,autumn clematis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis
,research,Ludwigia octovalvis,Mexican Primrose-willow,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia
,research,Phyciodes tharos,Pearl Crescent,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Phyciodes
Sebastian,needs_id,Zephyranthes chlorosolen,Brazos rain-lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes
Sebastian,research,Argiope aurantia,Yellow Garden Spider,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Argiope
Ashton Tassin,needs_id,Coenagrionidae,Narrow-winged Damselflies,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,
Angeles Gonzalez,needs_id,Plantae,plants,Plantae,,,,,
Angeles Gonzalez,needs_id,Plantae,plants,Plantae,,,,,
,research,Xanthium strumarium,rough cocklebur,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Xanthium
Sebastian,needs_id,Crataegus viridis,green hawthorn,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus
,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
,needs_id,Gryllidea,Crickets,Animalia,Arthropoda,Insecta,Orthoptera,,
Sebastian,needs_id,Crataegus viridis,green hawthorn,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus
,needs_id,Liatris,blazing-stars,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Liatris
Sydney Schildnecht,needs_id,Carya illinoinensis,pecan,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya
Karen Bishop,needs_id,Neonemobius,Small Ground Crickets,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Neonemobius
,research,Polistes annularis,Ringed Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Sebastian,research,Gleditsia triacanthos,honey locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia
,needs_id,Iva,Marsh elders,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Iva
Mei Ling Liu,research,Danaus plexippus,Monarch,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus
"",research,Calyptocarpus vialis,straggler daisy,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Calyptocarpus
Mei Ling Liu,research,Atteva aurea,Ailanthus Webworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Attevidae,Atteva
Barbara Keeler,research,Argia moesta,Powdered Dancer,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia
David Gonzalez,needs_id,Gryllinae,Field Crickets,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,
Sebastian,needs_id,Elymus glabriflorus,Southeastern Wildrye,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus
KayCee Miller,research,Ipomoea cordatotriloba,Tievine,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea
,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
,needs_id,Gutierrezia texana,Texas Snakeweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gutierrezia
Eric Adams,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Eric Adams,research,Solanum rostratum,buffalo-bur,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
,needs_id,Allonemobius fasciatus,Striped Ground Cricket,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Allonemobius
Tabby Brobston,needs_id,Musca domestica,Common House Fly,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Musca
Tabby Brobston,research,Parthenium hysterophorus,Santa Maria feverfew,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium
Tabby Brobston,research,Parthenium hysterophorus,Santa Maria feverfew,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Parthenium
Sebastian,research,Neltuma glandulosa,honey mesquite,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma
,needs_id,Acrididae,Short-horned Grasshoppers,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,
Daisy Davis,research,Achyra rantalis,Garden Webworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Achyra
Angeles Gonzalez,needs_id,Plantae,plants,Plantae,,,,,
Sebastian,research,Sideroxylon lanuginosum,Gum bumelia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Sideroxylon
KayCee Miller,research,Bombus pensylvanicus,American Bumble Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus
Karen Bishop,research,Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron
,research,Helianthus maximiliani,Maximilian sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
,needs_id,Pluchea odorata,marsh fleabane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea
,research,Euodynerus pratensis,,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Euodynerus
Tracey Fandre,needs_id,Neotibicen auriferus,Plains Dog-Day Cicada,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Neotibicen
Tracey Fandre,research,Sphenophorus coesifrons,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sphenophorus
Sebastian,research,Gleditsia triacanthos,honey locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia
,research,Condylostylus longicornis,,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus
,research,Croton lindheimeri,Lindheimer's Doveweed,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
,research,Euphorbia cyathophora,painted leaf,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
Karina Carcamo,needs_id,Monarda fistulosa,wild bergamot,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda
Karen Bishop,research,Condylostylus longicornis,,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus
,needs_id,Asteroideae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
,needs_id,Solidago radula,Rough Goldenrod,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago
,needs_id,Euphorbia,spurges,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,needs_id,Neonemobius,Small Ground Crickets,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Neonemobius
Peter,research,Heterotheca subaxillaris,Camphorweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca
Peter,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
Chelsea Gould,needs_id,Orchelimum vulgare,Common Meadow Katydid,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Orchelimum
Peter,research,Cocculus carolinus,Carolina snailseed,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cocculus
Peter,needs_id,Ruellia nudiflora,violet ruellia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia
,research,Condylostylus longicornis,,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus
,needs_id,Mikania,hempvines,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania
,needs_id,Chenopodium,Goosefoots,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium
,needs_id,Ziziphus jujuba,Jujube,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus
,needs_id,Fraxinus,ashes,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
Sebastian,research,Monarda punctata,spotted horse mint,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Monarda
,needs_id,Desmodium paniculatum,panicled ticktrefoil,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium
Eric Adams,needs_id,Grylloidea,True Crickets and Allies,Animalia,Arthropoda,Insecta,Orthoptera,,
Parker Chambers,research,Gleditsia triacanthos,honey locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia
,needs_id,Sphecidae,Thread-waisted Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,
"",research,Zephyranthes chlorosolen,Brazos rain-lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Zephyranthes
,research,Nandina domestica,Heavenly bamboo,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Nandina
,needs_id,Asteroideae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
,research,Eupatorium serotinum,late boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium
,research,Ligustrum lucidum,glossy privet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum
,needs_id,Carya,hickories,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya
"",needs_id,Symphyotrichum,American asters,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
,research,Pluchea odorata,marsh fleabane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea
,needs_id,Taraxacum officinale,common dandelion,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum
,needs_id,Euodynerus pratensis,,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Euodynerus
Tabby Brobston,needs_id,Metacyrba taeniola,Ribbon Jumping Spider,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Metacyrba
,needs_id,Zelus,,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus
,research,Apis mellifera,Western Honey Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis
,needs_id,Condylostylus longicornis,,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Condylostylus
Parker Chambers,needs_id,Carex planostachys,cedar sedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex
,needs_id,Lonicera,honeysuckles,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera
,needs_id,Ipomoea cordatotriloba,Tievine,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea
RandyB,needs_id,Setaria parviflora,knotroot bristlegrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Setaria
Parker Chambers,needs_id,Styphnolobium affine,Eve's Necklacepod,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Styphnolobium
RandyB,needs_id,Xysticus,Ground Crab Spiders,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus
,needs_id,Asteroideae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
Sebastian,research,Acer negundo,boxelder,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer
,research,Solanum elaeagnifolium,silverleaf nightshade,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
,needs_id,Symphyotrichum,American asters,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
,needs_id,Zelus,,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus
,needs_id,Iva,Marsh elders,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Iva
Sebastian,research,Carya illinoinensis,pecan,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Carya
Parker Chambers,research,Croton monanthogynus,Prairie Tea,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
Parker Chambers,needs_id,Strophostyles helvola,trailing fuzzy-bean,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Strophostyles
RandyB,needs_id,Agalinis heterophylla,Prairie False Foxglove,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis
Sebastian,research,Cornus drummondii,roughleaf dogwood,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus
Jacob Steele,research,Neltuma glandulosa,honey mesquite,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma
,needs_id,Cotinis mutabilis,Figeater Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis
Sebastian,research,Ulmus americana,American elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
RandyB,needs_id,Melanoliarus aridus,,Animalia,Arthropoda,Insecta,Hemiptera,Cixiidae,Melanoliarus
Parker Chambers,research,Quercus macrocarpa,bur oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Jacob Steele,research,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla
Sebastian,research,Quercus marilandica,blackjack oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
,research,Palpada vinetorum,Northern Plushback,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Palpada
,research,Strymon melinus,Gray Hairstreak,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Strymon
,research,Phyciodes phaon,Phaon Crescent,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Phyciodes
,research,Atteva aurea,Ailanthus Webworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Attevidae,Atteva
,needs_id,Augochlorini,Augochlorine Sweat Bees,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,
,research,Polistes exclamans,Guinea Paper Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes
Jacob Steele,needs_id,Solenopsis invicta,Red Imported Fire Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis
RandyB,needs_id,Theridiidae,Cobweb Spiders,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,
Professor Entropy,research,Aphonopelma hentzi,Texas Brown Tarantula,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
Parker Chambers,research,Quercus macrocarpa,bur oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Sebastian,research,Quercus stellata,post oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Madison Gover,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
,research,Vespula squamosa,Southern Yellowjacket,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula
K Rathmell,needs_id,Convolvulus arvensis,field bindweed,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus
